State Code,Area Name,Total/ Rural/Urban,Disability,Age-group,Total disabled population - Persons,Total disabled population - Males,Total disabled population - Females,Main worker - Persons,Main worker - Males,Main worker - Females,Non-worker - Persons,Non-worker - Males,Non-worker - Females
17,State - MEGHALAYA (17),Rural,In-Hearing,Total,10602,5496,5106,3595,2307,1288,5750,2636,3114
17,State - MEGHALAYA (17),Rural,In-Hearing,0-14,3253,1739,1514,76,40,36,3098,1662,1436
17,State - MEGHALAYA (17),Rural,In-Hearing,15-59,5825,3001,2824,2934,1857,1077,1907,723,1184
17,State - MEGHALAYA (17),Rural,In-Hearing,60+,1407,696,711,540,385,155,677,218,459
17,State - MEGHALAYA (17),Rural,In-Hearing,Age not stated,117,60,57,45,25,20,68,33,35
17,State - MEGHALAYA (17),Rural,In-Speech,Total,2329,1228,1101,628,383,245,1462,711,751
17,State - MEGHALAYA (17),Rural,In-Speech,0-14,796,414,382,19,14,5,762,391,371
17,State - MEGHALAYA (17),Rural,In-Speech,15-59,1414,754,660,560,342,218,647,299,348
17,State - MEGHALAYA (17),Rural,In-Speech,60+,116,59,57,49,27,22,50,20,30
17,State - MEGHALAYA (17),Rural,In-Movement,Total,4500,2535,1965,1096,744,352,3045,1581,1464
17,State - MEGHALAYA (17),Rural,In-Movement,0-14,1238,694,544,18,10,8,1194,670,524
17,State - MEGHALAYA (17),Rural,In-Movement,15-59,2630,1503,1127,912,618,294,1442,726,716
17,State - MEGHALAYA (17),Rural,In-Movement,60+,626,335,291,164,114,50,405,184,221
17,State - MEGHALAYA (17),Rural,Mental-Retardation,Total,1788,928,860,371,227,144,1237,604,633
17,State - MEGHALAYA (17),Rural,Mental-Retardation,0-14,488,262,226,9,7,2,468,247,221
17,State - MEGHALAYA (17),Rural,Mental-Retardation,15-59,1204,619,585,332,200,132,716,336,380
17,State - MEGHALAYA (17),Rural,Mental-Retardation,60+,91,46,45,27,19,8,52,21,31
17,State - MEGHALAYA (17),Rural,Mental-Illness,Total,1881,922,959,386,209,177,1320,631,689
17,State - MEGHALAYA (17),Rural,Mental-Illness,0-14,383,220,163,5,3,2,366,210,156
17,State - MEGHALAYA (17),Rural,Mental-Illness,15-59,1374,651,723,346,188,158,875,392,483
17,State - MEGHALAYA (17),Rural,Mental-Illness,60+,121,49,72,34,17,17,77,28,49
17,State - MEGHALAYA (17),Rural,Any-Other,Total,7360,3844,3516,2361,1457,904,4195,2007,2188
17,State - MEGHALAYA (17),Rural,Any-Other,0-14,2659,1389,1270,113,61,52,2441,1271,1170
17,State - MEGHALAYA (17),Rural,Any-Other,15-59,4128,2142,1986,1987,1221,766,1524,644,880
17,State - MEGHALAYA (17),Rural,Any-Other,60+,560,307,253,256,174,82,224,89,135
17,State - MEGHALAYA (17),Rural,Any-Other,Age not stated,13,6,7,5,1,4,6,3,3
17,State - MEGHALAYA (17),Rural,Multiple-Disability,Total,3037,1597,1440,528,332,196,2285,1150,1135
17,State - MEGHALAYA (17),Rural,Multiple-Disability,0-14,965,548,417,8,6,2,943,536,407
17,State - MEGHALAYA (17),Rural,Multiple-Disability,15-59,1541,795,746,406,251,155,971,457,514
17,State - MEGHALAYA (17),Rural,Multiple-Disability,60+,520,246,274,113,75,38,362,150,212
17,State - MEGHALAYA (17),Urban,Total,Total,6751,3750,3001,1746,1353,393,4777,2259,2518
17,State - MEGHALAYA (17),Urban,Total,0-14,1485,777,708,8,3,5,1458,765,693
17,State - MEGHALAYA (17),Urban,Total,15-59,4305,2402,1903,1406,1056,350,2712,1231,1481
17,State - MEGHALAYA (17),Urban,Total,60+,769,381,388,145,107,38,602,260,342
17,State - MEGHALAYA (17),Urban,In-Seeing,Total,911,468,443,276,201,75,612,248,364
17,State - MEGHALAYA (17),Urban,In-Seeing,15-59,566,306,260,240,176,64,308,116,192
17,State - MEGHALAYA (17),Urban,In-Seeing,60+,158,74,84,35,24,11,122,49,73
17,State - MEGHALAYA (17),Urban,In-Hearing,Total,1751,1055,696,719,604,115,964,420,544
17,State - MEGHALAYA (17),Urban,In-Hearing,15-59,1007,589,418,490,384,106,465,180,285
17,State - MEGHALAYA (17),Urban,In-Hearing,60+,194,82,112,42,33,9,146,47,99
17,State - MEGHALAYA (17),Urban,In-Speech,Total,378,184,194,78,49,29,287,126,161
17,State - MEGHALAYA (17),Urban,In-Speech,15-59,243,116,127,72,45,27,159,63,96
17,State - MEGHALAYA (17),Urban,In-Speech,60+,15,11,4,6,4,2,8,6,2
17,State - MEGHALAYA (17),Urban,In-Movement,Total,812,463,349,160,121,39,630,324,306
17,State - MEGHALAYA (17),Urban,In-Movement,15-59,501,288,213,142,108,34,343,168,175
17,State - MEGHALAYA (17),Urban,In-Movement,60+,125,69,56,15,13,2,105,51,54
17,State - MEGHALAYA (17),Urban,Mental-Retardation,Total,544,307,237,53,38,15,475,256,219
17,State - MEGHALAYA (17),Urban,Mental-Retardation,15-59,430,255,175,49,35,14,365,207,158
17,State - MEGHALAYA (17),Urban,Mental-Illness,Total,459,252,207,39,23,16,407,220,187
17,State - MEGHALAYA (17),Urban,Mental-Illness,15-59,368,204,164,33,18,15,323,177,146
17,State - MEGHALAYA (17),Urban,Mental-Illness,60+,32,14,18,6,5,1,25,9,16
17,State - MEGHALAYA (17),Urban,Any-Other,Total,1357,742,615,368,277,91,924,429,495
17,State - MEGHALAYA (17),Urban,Any-Other,15-59,897,496,401,339,258,81,503,207,296
17,State - MEGHALAYA (17),Urban,Any-Other,60+,149,87,62,28,18,10,114,64,50
17,State - MEGHALAYA (17),Urban,Multiple-Disability,Total,539,279,260,53,40,13,478,236,242
17,State - MEGHALAYA (17),Urban,Multiple-Disability,0-14,173,98,75,2,1,1,170,97,73
17,State - MEGHALAYA (17),Urban,Multiple-Disability,15-59,293,148,145,41,32,9,246,113,133
17,State - MEGHALAYA (17),Urban,Multiple-Disability,60+,72,32,40,10,7,3,61,25,36
18,State - ASSAM (18),Total,Total,Total,480065,257385,222680,114141,93157,20984,317280,138989,178291
18,State - ASSAM (18),Total,Total,0-14,96966,52687,44279,1370,889,481,92997,50373,42624
18,State - ASSAM (18),Total,Total,15-59,274830,152533,122297,91804,74728,17076,144689,58200,86489
18,State - ASSAM (18),Total,Total,60+,107682,51868,55814,20863,17459,3404,79225,30242,48983
18,State - ASSAM (18),Total,Total,Age not stated,587,297,290,104,81,23,369,174,195
18,State - ASSAM (18),Total,In-Seeing,Total,80553,41052,39501,21159,17335,3824,51149,19709,31440
18,State - ASSAM (18),Total,In-Seeing,0-14,14834,7828,7006,192,125,67,14287,7522,6765
18,State - ASSAM (18),Total,In-Seeing,15-59,41398,21871,19527,15926,12947,2979,19410,6115,13295
18,State - ASSAM (18),Total,In-Seeing,60+,24264,11331,12933,5032,4257,775,17414,6060,11354
18,State - ASSAM (18),Total,In-Seeing,Age not stated,57,22,35,9,6,3,38,12,26
18,State - ASSAM (18),Total,In-Hearing,Total,101577,51782,49795,29464,23618,5846,59405,22317,37088
18,State - ASSAM (18),Total,In-Hearing,0-14,21395,10930,10465,380,237,143,20310,10320,9990
18,State - ASSAM (18),Total,In-Hearing,15-59,55848,29174,26674,23240,18464,4776,22825,6389,16436
18,State - ASSAM (18),Total,In-Hearing,60+,24104,11562,12542,5810,4887,923,16149,5547,10602
18,State - ASSAM (18),Total,In-Hearing,Age not stated,230,116,114,34,30,4,121,61,60
18,State - ASSAM (18),Total,In-Speech,Total,39750,21885,17865,9151,7597,1554,26449,12007,14442
18,State - ASSAM (18),Total,In-Speech,0-14,10443,5942,4501,105,73,32,10108,5727,4381
18,State - ASSAM (18),Total,In-Speech,15-59,26296,14264,12032,8192,6797,1395,14424,5461,8963
18,State - ASSAM (18),Total,In-Speech,60+,2974,1659,1315,847,722,125,1892,807,1085
18,State - ASSAM (18),Total,In-Speech,Age not stated,37,20,17,7,5,2,25,12,13
18,State - ASSAM (18),Total,In-Movement,Total,76007,45099,30908,16810,14706,2104,53123,26551,26572
18,State - ASSAM (18),Total,In-Movement,0-14,11345,6752,4593,90,70,20,11080,6568,4512
18,State - ASSAM (18),Total,In-Movement,15-59,42341,27009,15332,13491,11874,1617,24078,12075,12003
18,State - ASSAM (18),Total,In-Movement,60+,22281,11312,10969,3222,2756,466,17933,7889,10044
18,State - ASSAM (18),Total,In-Movement,Age not stated,40,26,14,7,6,1,32,19,13
18,State - ASSAM (18),Total,Mental-Retardation,Total,26374,14864,11510,4660,3860,800,19398,9696,9702
18,State - ASSAM (18),Total,Mental-Retardation,0-14,5183,2882,2301,67,48,19,4981,2754,2227
18,State - ASSAM (18),Total,Mental-Retardation,15-59,18888,10819,8069,4124,3428,696,12764,6268,6496
18,State - ASSAM (18),Total,Mental-Retardation,60+,2268,1146,1122,464,382,82,1624,659,965
18,State - ASSAM (18),Total,Mental-Retardation,Age not stated,35,17,18,5,2,3,29,15,14
18,State - ASSAM (18),Total,Mental-Illness,Total,18819,10625,8194,2705,2248,457,14468,7378,7090
18,State - ASSAM (18),Total,Mental-Illness,0-14,1515,893,622,28,24,4,1453,846,607
18,State - ASSAM (18),Total,Mental-Illness,15-59,14260,8243,6017,2193,1828,365,10677,5575,5102
18,State - ASSAM (18),Total,Mental-Illness,60+,3028,1480,1548,483,396,87,2323,948,1375
18,State - ASSAM (18),Total,Any-Other,Total,87461,46525,40936,24248,18933,5315,52848,22436,30412
18,State - ASSAM (18),Total,Any-Other,0-14,23191,12248,10943,458,275,183,21872,11519,10353
18,State - ASSAM (18),Total,Any-Other,15-59,52476,28341,24135,20510,15998,4512,23540,8186,15354
18,State - ASSAM (18),Total,Any-Other,60+,11664,5869,5795,3244,2633,611,7361,2699,4662
18,State - ASSAM (18),Total,Any-Other,Age not stated,130,67,63,36,27,9,75,32,43
18,State - ASSAM (18),Total,Multiple-Disability,Total,49524,25553,23971,5944,4860,1084,40440,18895,21545
18,State - ASSAM (18),Total,Multiple-Disability,0-14,9060,5212,3848,50,37,13,8906,5117,3789
18,State - ASSAM (18),Total,Multiple-Disability,15-59,23323,12812,10511,4128,3392,736,16971,8131,8840
18,State - ASSAM (18),Total,Multiple-Disability,60+,17099,7509,9590,1761,1426,335,14529,5633,8896
18,State - ASSAM (18),Rural,Total,Total,415457,222422,193035,98289,80186,18103,273021,119525,153496
18,State - ASSAM (18),Rural,Total,0-14,85909,46699,39210,1143,764,379,82499,44678,37821
18,State - ASSAM (18),Rural,Total,15-59,233560,129474,104086,78190,63520,14670,120668,48407,72261
18,State - ASSAM (18),Rural,Total,60+,95527,46013,49514,18871,15832,3039,69576,26306,43270
18,State - ASSAM (18),Rural,Total,Age not stated,461,236,225,85,70,15,278,134,144
18,State - ASSAM (18),Rural,In-Seeing,Total,70574,35952,34622,18351,15031,3320,44614,17271,27343
18,State - ASSAM (18),Rural,In-Seeing,0-14,13323,7047,6276,168,111,57,12828,6768,6060
18,State - ASSAM (18),Rural,In-Seeing,15-59,35450,18701,16749,13581,11021,2560,16305,5152,11153
18,State - ASSAM (18),Rural,In-Seeing,60+,21756,10187,11569,4593,3893,700,15454,5343,10111
18,State - ASSAM (18),Rural,In-Seeing,Age not stated,45,17,28,9,6,3,27,8,19
18,State - ASSAM (18),Rural,In-Hearing,Total,89057,45552,43505,26033,20873,5160,51451,19412,32039
18,State - ASSAM (18),Rural,In-Hearing,0-14,19127,9754,9373,320,201,119,18180,9219,8961
18,State - ASSAM (18),Rural,In-Hearing,15-59,48124,25294,22830,20328,16124,4204,18936,5318,13618
18,State - ASSAM (18),Rural,In-Hearing,60+,21611,10408,11203,5355,4521,834,14241,4827,9414
18,State - ASSAM (18),Rural,In-Hearing,Age not stated,195,96,99,30,27,3,94,48,46
18,State - ASSAM (18),Rural,In-Speech,Total,34498,18944,15554,7856,6504,1352,22784,10348,12436
18,State - ASSAM (18),Rural,In-Speech,0-14,9288,5304,3984,93,67,26,8979,5104,3875
18,State - ASSAM (18),Rural,In-Speech,15-59,22635,12222,10413,7001,5795,1206,12215,4589,7626
18,State - ASSAM (18),Rural,In-Speech,60+,2549,1406,1143,757,638,119,1573,649,924
18,State - ASSAM (18),Rural,In-Speech,Age not stated,26,12,14,5,4,1,17,6,11
18,State - ASSAM (18),Rural,In-Movement,Total,66866,39551,27315,14532,12690,1842,46650,23305,23345
18,State - ASSAM (18),Rural,In-Movement,0-14,10296,6129,4167,83,63,20,10051,5960,4091
18,State - ASSAM (18),Rural,In-Movement,15-59,36983,23470,13513,11532,10127,1405,20979,10508,10471
18,State - ASSAM (18),Rural,In-Movement,60+,19557,9932,9625,2911,2495,416,15596,6822,8774
18,State - ASSAM (18),Rural,In-Movement,Age not stated,30,20,10,6,5,1,24,15,9
18,State - ASSAM (18),Rural,Mental-Retardation,Total,22416,12519,9897,4082,3352,730,16184,7963,8221
18,State - ASSAM (18),Rural,Mental-Retardation,0-14,4465,2452,2013,64,46,18,4280,2333,1947
18,State - ASSAM (18),Rural,Mental-Retardation,15-59,15972,9051,6921,3590,2959,631,10527,5062,5465
18,State - ASSAM (18),Rural,Mental-Retardation,60+,1956,1004,952,425,345,80,1358,558,800
18,State - ASSAM (18),Rural,Mental-Retardation,Age not stated,23,12,11,3,2,1,19,10,9
18,State - ASSAM (18),Rural,Mental-Illness,Total,16014,8908,7106,2461,2041,420,11989,5924,6065
18,State - ASSAM (18),Rural,Mental-Illness,0-14,1341,781,560,25,21,4,1285,739,546
18,State - ASSAM (18),Rural,Mental-Illness,15-59,12019,6819,5200,1991,1659,332,8707,4369,4338
18,State - ASSAM (18),Rural,Mental-Illness,60+,2641,1300,1341,444,361,83,1985,808,1177
18,State - ASSAM (18),Rural,Any-Other,Total,72044,38395,33649,19593,15287,4306,43683,18774,24909
18,State - ASSAM (18),Rural,Any-Other,0-14,20089,10652,9437,348,224,124,19054,10060,8994
18,State - ASSAM (18),Rural,Any-Other,15-59,41947,22715,19232,16466,12789,3677,18347,6445,11902
18,State - ASSAM (18),Rural,Any-Other,60+,9913,4973,4940,2751,2251,500,6225,2242,3983
18,State - ASSAM (18),Rural,Any-Other,Age not stated,95,55,40,28,23,5,57,27,30
18,State - ASSAM (18),Rural,Multiple-Disability,Total,43988,22601,21387,5381,4408,973,35666,16528,19138
18,State - ASSAM (18),Rural,Multiple-Disability,0-14,7980,4580,3400,42,31,11,7842,4495,3347
18,State - ASSAM (18),Rural,Multiple-Disability,15-59,20430,11202,9228,3701,3046,655,14652,6964,7688
18,State - ASSAM (18),Rural,Multiple-Disability,60+,15544,6803,8741,1635,1328,307,13144,5057,8087
18,State - ASSAM (18),Urban,Total,Total,64608,34963,29645,15852,12971,2881,44259,19464,24795
18,State - ASSAM (18),Urban,Total,0-14,11057,5988,5069,227,125,102,10498,5695,4803
18,State - ASSAM (18),Urban,Total,15-59,41270,23059,18211,13614,11208,2406,24021,9793,14228
18,State - ASSAM (18),Urban,Total,60+,12155,5855,6300,1992,1627,365,9649,3936,5713
18,State - ASSAM (18),Urban,Total,Age not stated,126,61,65,19,11,8,91,40,51
18,State - ASSAM (18),Urban,In-Seeing,Total,9979,5100,4879,2808,2304,504,6535,2438,4097
18,State - ASSAM (18),Urban,In-Seeing,0-14,1511,781,730,24,14,10,1459,754,705
18,State - ASSAM (18),Urban,In-Seeing,15-59,5948,3170,2778,2345,1926,419,3105,963,2142
18,State - ASSAM (18),Urban,In-Seeing,60+,2508,1144,1364,439,364,75,1960,717,1243
18,State - ASSAM (18),Urban,In-Hearing,Total,12520,6230,6290,3431,2745,686,7954,2905,5049
18,State - ASSAM (18),Urban,In-Hearing,0-14,2268,1176,1092,60,36,24,2130,1101,1029
18,State - ASSAM (18),Urban,In-Hearing,15-59,7724,3880,3844,2912,2340,572,3889,1071,2818
18,State - ASSAM (18),Urban,In-Hearing,60+,2493,1154,1339,455,366,89,1908,720,1188
18,State - ASSAM (18),Urban,In-Hearing,Age not stated,35,20,15,4,3,1,27,13,14
18,State - ASSAM (18),Urban,In-Speech,Total,5252,2941,2311,1295,1093,202,3665,1659,2006
18,State - ASSAM (18),Urban,In-Speech,0-14,1155,638,517,12,6,6,1129,623,506
18,State - ASSAM (18),Urban,In-Speech,15-59,3661,2042,1619,1191,1002,189,2209,872,1337
18,State - ASSAM (18),Urban,In-Speech,60+,425,253,172,90,84,6,319,158,161
18,State - ASSAM (18),Urban,In-Speech,Age not stated,11,8,3,2,1,1,8,6,2
18,State - ASSAM (18),Urban,In-Movement,Total,9141,5548,3593,2278,2016,262,6473,3246,3227
18,State - ASSAM (18),Urban,In-Movement,15-59,5358,3539,1819,1959,1747,212,3099,1567,1532
18,State - ASSAM (18),Urban,In-Movement,60+,2724,1380,1344,311,261,50,2337,1067,1270
18,State - ASSAM (18),Urban,Mental-Retardation,Total,3958,2345,1613,578,508,70,3214,1733,1481
18,State - ASSAM (18),Urban,Mental-Retardation,0-14,718,430,288,3,2,1,701,421,280
18,State - ASSAM (18),Urban,Mental-Retardation,15-59,2916,1768,1148,534,469,65,2237,1206,1031
18,State - ASSAM (18),Urban,Mental-Retardation,60+,312,142,170,39,37,2,266,101,165
18,State - ASSAM (18),Urban,Mental-Illness,Total,2805,1717,1088,244,207,37,2479,1454,1025
18,State - ASSAM (18),Urban,Mental-Illness,15-59,2241,1424,817,202,169,33,1970,1206,764
18,State - ASSAM (18),Urban,Mental-Illness,60+,387,180,207,39,35,4,338,140,198
18,State - ASSAM (18),Urban,Any-Other,Total,15417,8130,7287,4655,3646,1009,9165,3662,5503
18,State - ASSAM (18),Urban,Any-Other,0-14,3102,1596,1506,110,51,59,2818,1459,1359
18,State - ASSAM (18),Urban,Any-Other,15-59,10529,5626,4903,4044,3209,835,5193,1741,3452
18,State - ASSAM (18),Urban,Any-Other,60+,1751,896,855,493,382,111,1136,457,679
18,State - ASSAM (18),Urban,Any-Other,Age not stated,35,12,23,8,4,4,18,5,13
18,State - ASSAM (18),Urban,Multiple-Disability,Total,5536,2952,2584,563,452,111,4774,2367,2407
18,State - ASSAM (18),Urban,Multiple-Disability,0-14,1080,632,448,8,6,2,1064,622,442
18,State - ASSAM (18),Urban,Multiple-Disability,15-59,2893,1610,1283,427,346,81,2319,1167,1152
18,State - ASSAM (18),Urban,Multiple-Disability,60+,1555,706,849,126,98,28,1385,576,809
19,State - WEST BENGAL (19),Total,Total,Total,2017406,1127181,890225,482858,409252,73606,1331890,591294,740596
19,State - WEST BENGAL (19),Total,Total,0-14,377829,207213,170616,4889,3235,1654,365885,199958,165927
19,State - WEST BENGAL (19),Total,Total,15-59,1270683,731167,539516,419848,356081,63767,680413,269320,411093
19,State - WEST BENGAL (19),Total,Total,60+,365892,187136,178756,57440,49389,8051,283613,121098,162515
19,State - WEST BENGAL (19),Total,Total,Age not stated,3002,1665,1337,681,547,134,1979,918,1061
19,State - WEST BENGAL (19),Total,In-Seeing,Total,424473,223325,201148,116045,98560,17485,262743,97665,165078
19,State - WEST BENGAL (19),Total,In-Seeing,0-14,70434,37249,33185,1072,748,324,67784,35632,32152
19,State - WEST BENGAL (19),Total,In-Seeing,15-59,252485,137701,114784,97875,83071,14804,118043,33352,84691
19,State - WEST BENGAL (19),Total,In-Seeing,60+,100859,47999,52860,16922,14596,2326,76489,28510,47979
19,State - WEST BENGAL (19),Total,In-Seeing,Age not stated,695,376,319,176,145,31,427,171,256
19,State - WEST BENGAL (19),Total,In-Hearing,Total,315192,165753,149439,88292,73355,14937,188625,70747,117878
19,State - WEST BENGAL (19),Total,In-Hearing,0-14,58665,30217,28448,1206,727,479,55753,28582,27171
19,State - WEST BENGAL (19),Total,In-Hearing,15-59,193832,104046,89786,75493,62749,12744,86684,23722,62962
19,State - WEST BENGAL (19),Total,In-Hearing,60+,62109,31191,30918,11464,9776,1688,45799,18282,27517
19,State - WEST BENGAL (19),Total,In-Hearing,Age not stated,586,299,287,129,103,26,389,161,228
19,State - WEST BENGAL (19),Total,In-Speech,Total,147336,81255,66081,36348,30608,5740,97166,41938,55228
19,State - WEST BENGAL (19),Total,In-Speech,0-14,36389,20465,15924,433,292,141,35333,19792,15541
19,State - WEST BENGAL (19),Total,In-Speech,15-59,98378,53967,44411,33146,27927,5219,52903,18288,34615
19,State - WEST BENGAL (19),Total,In-Speech,60+,12339,6697,5642,2726,2352,374,8773,3786,4987
19,State - WEST BENGAL (19),Total,In-Speech,Age not stated,230,126,104,43,37,6,157,72,85
19,State - WEST BENGAL (19),Total,In-Movement,Total,322945,204942,118003,76867,67591,9276,215217,114170,101047
19,State - WEST BENGAL (19),Total,In-Movement,0-14,40235,24266,15969,357,260,97,39380,23688,15692
19,State - WEST BENGAL (19),Total,In-Movement,15-59,206995,137486,69509,67074,58959,8115,113642,58764,54878
19,State - WEST BENGAL (19),Total,In-Movement,60+,75454,43029,32425,9381,8328,1053,62014,31615,30399
19,State - WEST BENGAL (19),Total,In-Movement,Age not stated,261,161,100,55,44,11,181,103,78
19,State - WEST BENGAL (19),Total,Mental-Retardation,Total,136523,76270,60253,20468,17315,3153,106077,52660,53417
19,State - WEST BENGAL (19),Total,Mental-Retardation,0-14,27494,15216,12278,274,183,91,26821,14797,12024
19,State - WEST BENGAL (19),Total,Mental-Retardation,15-59,97971,55205,42766,18527,15728,2799,70551,33855,36696
19,State - WEST BENGAL (19),Total,Mental-Retardation,60+,10844,5737,5107,1637,1381,256,8539,3929,4610
19,State - WEST BENGAL (19),Total,Mental-Retardation,Age not stated,214,112,102,30,23,7,166,79,87
19,State - WEST BENGAL (19),Total,Mental-Illness,Total,71515,40745,30770,8408,7074,1334,56899,29387,27512
19,State - WEST BENGAL (19),Total,Mental-Illness,0-14,8175,4854,3321,63,41,22,7994,4734,3260
19,State - WEST BENGAL (19),Total,Mental-Illness,15-59,53823,31220,22603,7470,6304,1166,40791,21055,19736
19,State - WEST BENGAL (19),Total,Mental-Illness,60+,9445,4633,4812,868,723,145,8054,3570,4484
19,State - WEST BENGAL (19),Total,Mental-Illness,Age not stated,72,38,34,7,6,1,60,28,32
19,State - WEST BENGAL (19),Total,Any-Other,Total,402921,228263,174658,115780,97453,18327,241893,103626,138267
19,State - WEST BENGAL (19),Total,Any-Other,0-14,93256,50036,43220,1262,829,433,90203,48184,42019
19,State - WEST BENGAL (19),Total,Any-Other,15-59,264132,152995,111137,103706,87447,16259,121024,41996,79028
19,State - WEST BENGAL (19),Total,Any-Other,60+,44755,24770,19985,10597,9008,1589,30195,13206,16989
19,State - WEST BENGAL (19),Total,Any-Other,Age not stated,778,462,316,215,169,46,471,240,231
19,State - WEST BENGAL (19),Total,Multiple-Disability,Total,196501,106628,89873,20650,17296,3354,163270,81101,82169
19,State - WEST BENGAL (19),Total,Multiple-Disability,0-14,43181,24910,18271,222,155,67,42617,24549,18068
19,State - WEST BENGAL (19),Total,Multiple-Disability,15-59,103067,58547,44520,16557,13896,2661,76775,38288,38487
19,State - WEST BENGAL (19),Total,Multiple-Disability,60+,50087,23080,27007,3845,3225,620,43750,18200,25550
19,State - WEST BENGAL (19),Total,Multiple-Disability,Age not stated,166,91,75,26,20,6,128,64,64
19,State - WEST BENGAL (19),Rural,Total,Total,1368942,768621,600321,302904,259616,43288,903350,406207,497143
19,State - WEST BENGAL (19),Rural,Total,0-14,271896,150006,121890,2925,1964,961,264166,145259,118907
19,State - WEST BENGAL (19),Rural,Total,15-59,841953,489007,352946,260573,223336,37237,444171,179740,264431
19,State - WEST BENGAL (19),Rural,Total,60+,253669,128812,124857,39104,34073,5031,194097,80784,113313
19,State - WEST BENGAL (19),Rural,Total,Age not stated,1424,796,628,302,243,59,916,424,492
19,State - WEST BENGAL (19),Rural,In-Seeing,Total,277366,145670,131696,69636,59779,9857,171069,63927,107142
19,State - WEST BENGAL (19),Rural,In-Seeing,0-14,47410,25148,22262,572,409,163,45806,24166,21640
19,State - WEST BENGAL (19),Rural,In-Seeing,15-59,158466,86981,71485,57391,49182,8209,71769,20625,51144
19,State - WEST BENGAL (19),Rural,In-Seeing,60+,71190,33376,37814,11605,10129,1476,53312,19066,34246
19,State - WEST BENGAL (19),Rural,In-Seeing,Age not stated,300,165,135,68,59,9,182,70,112
19,State - WEST BENGAL (19),Rural,In-Hearing,Total,200419,105505,94914,53382,44609,8773,117597,44053,73544
19,State - WEST BENGAL (19),Rural,In-Hearing,0-14,38547,19860,18687,650,386,264,36835,18902,17933
19,State - WEST BENGAL (19),Rural,In-Hearing,15-59,119600,64717,54883,44976,37544,7432,50222,13531,36691
19,State - WEST BENGAL (19),Rural,In-Hearing,60+,42003,20787,21216,7703,6635,1068,30362,11544,18818
19,State - WEST BENGAL (19),Rural,In-Hearing,Age not stated,269,141,128,53,44,9,178,76,102
19,State - WEST BENGAL (19),Rural,In-Speech,Total,94298,52419,41879,20347,17416,2931,63251,28137,35114
19,State - WEST BENGAL (19),Rural,In-Speech,0-14,26746,15130,11616,275,187,88,26041,14673,11368
19,State - WEST BENGAL (19),Rural,In-Speech,15-59,60898,33671,27227,18579,15897,2682,32688,11622,21066
19,State - WEST BENGAL (19),Rural,In-Speech,60+,6559,3568,2991,1475,1315,160,4460,1818,2642
19,State - WEST BENGAL (19),Rural,In-Speech,Age not stated,95,50,45,18,17,1,62,24,38
19,State - WEST BENGAL (19),Rural,In-Movement,Total,239059,152327,86732,53194,47293,5901,159666,85253,74413
19,State - WEST BENGAL (19),Rural,In-Movement,0-14,32265,19391,12874,257,195,62,31604,18939,12665
19,State - WEST BENGAL (19),Rural,In-Movement,15-59,152742,101848,50894,46156,40993,5163,84245,43980,40265
19,State - WEST BENGAL (19),Rural,In-Movement,60+,53892,30993,22899,6752,6082,670,43704,22271,21433
19,State - WEST BENGAL (19),Rural,In-Movement,Age not stated,160,95,65,29,23,6,113,63,50
19,State - WEST BENGAL (19),Rural,Mental-Retardation,Total,92526,51475,41051,12780,10900,1880,71614,35434,36180
19,State - WEST BENGAL (19),Rural,Mental-Retardation,0-14,19837,10998,8839,169,115,54,19377,10711,8666
19,State - WEST BENGAL (19),Rural,Mental-Retardation,15-59,65823,36879,28944,11556,9892,1664,46972,22374,24598
19,State - WEST BENGAL (19),Rural,Mental-Retardation,60+,6792,3555,3237,1039,882,157,5218,2324,2894
19,State - WEST BENGAL (19),Rural,Mental-Retardation,Age not stated,74,43,31,16,11,5,47,25,22
19,State - WEST BENGAL (19),Rural,Mental-Illness,Total,49881,28075,21806,6086,5183,903,38601,19359,19242
19,State - WEST BENGAL (19),Rural,Mental-Illness,0-14,6107,3613,2494,45,28,17,5972,3526,2446
19,State - WEST BENGAL (19),Rural,Mental-Illness,15-59,37447,21346,16101,5421,4631,790,27363,13530,13833
19,State - WEST BENGAL (19),Rural,Mental-Illness,60+,6289,3097,3192,616,520,96,5237,2292,2945
19,State - WEST BENGAL (19),Rural,Any-Other,Total,262727,150461,112266,72194,61490,10704,155102,67471,87631
19,State - WEST BENGAL (19),Rural,Any-Other,0-14,66464,35968,30496,799,531,268,64439,34724,29715
19,State - WEST BENGAL (19),Rural,Any-Other,15-59,168415,98986,69429,64408,54953,9455,72884,25275,47609
19,State - WEST BENGAL (19),Rural,Any-Other,60+,27470,15281,12189,6888,5933,955,17561,7357,10204
19,State - WEST BENGAL (19),Rural,Any-Other,Age not stated,378,226,152,99,73,26,218,115,103
19,State - WEST BENGAL (19),Rural,Multiple-Disability,Total,152666,82689,69977,15285,12946,2339,126450,62573,63877
19,State - WEST BENGAL (19),Rural,Multiple-Disability,0-14,34520,19898,14622,158,113,45,34092,19618,14474
19,State - WEST BENGAL (19),Rural,Multiple-Disability,15-59,78562,44579,33983,12086,10244,1842,58028,28803,29225
19,State - WEST BENGAL (19),Rural,Multiple-Disability,60+,39474,18155,21319,3026,2577,449,34243,14112,20131
19,State - WEST BENGAL (19),Rural,Multiple-Disability,Age not stated,110,57,53,15,12,3,87,40,47
